Class,Age,Sex,Fate
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,male,died
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,survived
1 first,adult,female,died
1 first,adult,female,died
1 first,adult,female,died
1 first,adult,female,died
1 first,child,male,survived
1 first,child,male,survived
1 first,child,male,survived
1 first,child,male,survived
1 first,child,male,survived
1 first,child,female,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,survived
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,male,died
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,survived
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,adult,female,died
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,male,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
2 second,child,female,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,survived
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,male,died
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,survived
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
3 third,adult,female,died
